isolate,start,end
72407.2546.con.0003|provirus_198056_249075,198056,249075
72407.219.con.0014|provirus_84385_126035,84385,126035
72407.219.con.0001|provirus_780049_796152,780049,796152
72407.219.con.0025|provirus_45811_58231,45811,58231
573.65931.con.0029|provirus_20522_59086,20522,59086
573.65931.con.0006|provirus_170_20525,170,20525
573.65931.con.0013|provirus_105019_128090,105019,128090
573.65931.con.0034|provirus_12071_46053,12071,46053
573.65931.con.0005|provirus_1_35947,1,35947
573.65931.con.0039|provirus_2_10005,2,10005
573.65931.con.0005|provirus_258533_268624,258533,268624
573.65931.con.0023|provirus_3_14795,3,14795
72407.2534.con.0011|provirus_147179_171783,147179,171783
72407.2534.con.0016|provirus_3_12516,3,12516
72407.2534.con.0001|provirus_1_28891,1,28891
72407.2534.con.0034|provirus_27158_35933,27158,35933
72407.2534.con.0008|provirus_101639_109398,101639,109398
72407.2534.con.0004|provirus_2_42866,2,42866
72407.2237.con.0024|provirus_30681_80458,30681,80458
72407.2237.con.0025|provirus_27329_71106,27329,71106
72407.2237.con.0002|provirus_23935_57855,23935,57855
72407.2237.con.0066|provirus_11281_19574,11281,19574
72407.2237.con.0049|provirus_20011_32042,20011,32042
72407.2237.con.0044|provirus_29272_38695,29272,38695
573.66478.con.0023|provirus_1_34504,1,34504
573.66478.con.0019|provirus_39_12995,39,12995
573.66478.con.0016|provirus_2_7763,2,7763
573.66478.con.0024|provirus_34_30140,34,30140
573.66478.con.0017|provirus_94536_108587,94536,108587
573.66478.con.0007|provirus_209356_230759,209356,230759
573.66478.con.0007|provirus_6548_22651,6548,22651
573.66478.con.0002|provirus_478135_489866,478135,489866
573.66478.con.0002|provirus_111220_125456,111220,125456
573.66502.con.0012|provirus_133422_166878,133422,166878
573.66502.con.0002|provirus_1110_57743,1110,57743
72407.2324.con.0032|provirus_44992_61750,44992,61750
72407.2324.con.0034|provirus_26554_60329,26554,60329
72407.2846.con.0033|provirus_20615_56932,20615,56932
72407.2846.con.0026|provirus_34838_85052,34838,85052
72407.2846.con.0012|provirus_122383_170961,122383,170961
72407.2846.con.0008|provirus_178017_204487,178017,204487
72407.2846.con.0026|provirus_127_12261,127,12261
573.66469.con.0012|provirus_27157_60613,27157,60613
573.66469.con.0003|provirus_1110_57743,1110,57743
72407.2828.con.0015|provirus_47177_91379,47177,91379
72407.2828.con.0001|provirus_55688_92988,55688,92988
72407.2828.con.0002|provirus_393278_445680,393278,445680
573.65945.con.0021|provirus_16499_64569,16499,64569
573.65945.con.0014|provirus_1_48019,1,48019
573.65945.con.0020|provirus_1_33653,1,33653
573.65945.con.0019|provirus_18454_68944,18454,68944
573.65945.con.0069|provirus_10804_21268,10804,21268
72407.2463.con.0010|provirus_164877_209312,164877,209312
72407.2463.con.0032|provirus_27158_35926,27158,35926
72407.2463.con.0014|provirus_1_27379,1,27379
72407.2463.con.0002|provirus_99272_107031,99272,107031
573.66026.con.0023|provirus_6533_45141,6533,45141
573.65937.con.0052|provirus_220_8088,220,8088
573.65937.con.0042|provirus_38391_48583,38391,48583
573.65937.con.0096|provirus_11248_16146,11248,16146
573.65937.con.0084|provirus_3_18122,3,18122
573.65937.con.0037|provirus_27157_53639,27157,53639
573.65937.con.0083|provirus_283_9840,283,9840
573.65937.con.0043|provirus_29048_46606,29048,46606
573.65937.con.0003|provirus_6255_22358,6255,22358
573.65937.con.0014|provirus_85366_92226,85366,92226
573.65937.con.0023|provirus_63419_69012,63419,69012
72407.2221.con.0006|provirus_152_51644,152,51644
72407.2221.con.0002|provirus_89474_132720,89474,132720
72407.2221.con.0016|provirus_15397_47192,15397,47192
72407.2221.con.0016|provirus_59494_96230,59494,96230
573.66304.con.0013|provirus_113481_154759,113481,154759
573.66304.con.0008|provirus_282998_329062,282998,329062
573.66304.con.0009|provirus_3_19862,3,19862
573.66304.con.0006|provirus_353447_370850,353447,370850
573.66304.con.0002|provirus_42171_81246,42171,81246
573.66304.con.0008|provirus_56360_67232,56360,67232
573.66304.con.0006|provirus_2_16287,2,16287
72407.2334.con.0014|provirus_3_14296,3,14296
72407.2334.con.0006|provirus_218992_252769,218992,252769
72407.2334.con.0024|provirus_402_39985,402,39985
72407.2334.con.0008|provirus_20011_78371,20011,78371
72407.2334.con.0006|provirus_6215_21259,6215,21259
72407.2334.con.0033|provirus_6937_25847,6937,25847
72407.2499.con.0018|provirus_546_7492,546,7492
72407.2499.con.0026|provirus_21941_61862,21941,61862
72407.2499.con.0003|provirus_246061_291627,246061,291627
72407.2499.con.0003|provirus_1_53769,1,53769
72407.2531.con.0003|provirus_284767_321516,284767,321516
72407.2531.con.0010|provirus_196222_234086,196222,234086
72407.2531.con.0025|provirus_1_12719,1,12719
72407.2531.con.0006|provirus_79_8845,79,8845
573.66327.con.0012|provirus_107402_140408,107402,140408
573.66327.con.0022|provirus_41017_75520,41017,75520
573.66327.con.0005|provirus_1_12799,1,12799
573.66327.con.0020|provirus_2_7763,2,7763
573.66327.con.0023|provirus_29846_59952,29846,59952
573.66327.con.0018|provirus_1_9974,1,9974
573.66327.con.0015|provirus_94536_108587,94536,108587
573.66327.con.0007|provirus_209356_230759,209356,230759
573.66327.con.0007|provirus_6548_22651,6548,22651
573.66327.con.0002|provirus_2_11733,2,11733
573.66327.con.0002|provirus_364412_379189,364412,379189
573.66546.con.0014|provirus_115243_125582,115243,125582
573.66546.con.0008|provirus_73073_88349,73073,88349
72407.2491.con.0001|provirus_275825_325364,275825,325364
72407.2491.con.0016|provirus_3_29860,3,29860
72407.2491.con.0013|provirus_117153_133729,117153,133729
573.66271.con.0022|provirus_3_21971,3,21971
573.66271.con.0005|provirus_72928_124172,72928,124172
573.66271.con.0015|provirus_133469_145685,133469,145685
573.66271.con.0005|provirus_249922_288530,249922,288530
72407.2333.con.0005|provirus_193691_226447,193691,226447
72407.2333.con.0010|provirus_2_15191,2,15191
72407.2333.con.0003|provirus_396405_450634,396405,450634
72407.2764.con.0003|provirus_340376_374538,340376,374538
72407.2764.con.0001|provirus_29_46678,29,46678
72407.2764.con.0007|provirus_18600_74777,18600,74777
72407.2764.con.0007|provirus_97851_136155,97851,136155
72407.227.con.0007|provirus_125_16545,125,16545
72407.227.con.0014|provirus_1_11543,1,11543
72407.227.con.0003|provirus_293049_309152,293049,309152
72407.227.con.0026|provirus_55106_67526,55106,67526
573.66213.con.0025|provirus_1_8118,1,8118
573.66213.con.0015|provirus_20_32470,20,32470
573.66213.con.0001|provirus_431047_478162,431047,478162
573.66265.con.0016|provirus_86999_99955,86999,99955
573.66265.con.0021|provirus_2_41061,2,41061
573.66265.con.0022|provirus_35_30141,35,30141
573.66265.con.0019|provirus_86629_94390,86629,94390
573.66265.con.0014|provirus_94536_108587,94536,108587
573.66265.con.0007|provirus_209356_230759,209356,230759
573.66265.con.0007|provirus_6548_22651,6548,22651
573.66265.con.0002|provirus_2_11733,2,11733
573.66265.con.0002|provirus_364412_379189,364412,379189
573.66074.con.0001|provirus_461962_508022,461962,508022
573.66074.con.0029|provirus_27187_48915,27187,48915
573.66074.con.0022|provirus_364_52698,364,52698
573.66074.con.0005|provirus_1_23187,1,23187
72407.2577.con.0005|provirus_218873_262002,218873,262002
72407.2577.con.0005|provirus_18648_72503,18648,72503
72407.2662.con.0013|provirus_51_27927,51,27927
72407.2662.con.0003|provirus_55799_116378,55799,116378
72407.2662.con.0095|provirus_6425_20591,6425,20591
72407.2442.con.0007|provirus_198455_242507,198455,242507
72407.2442.con.0023|provirus_26554_70062,26554,70062
573.66348.con.0012|provirus_107402_140408,107402,140408
573.66348.con.0022|provirus_41019_75522,41019,75522
573.66348.con.0023|provirus_34_30140,34,30140
573.66348.con.0020|provirus_86629_94390,86629,94390
573.66348.con.0005|provirus_281154_293952,281154,293952
573.66348.con.0018|provirus_1_9974,1,9974
573.66348.con.0007|provirus_209356_230759,209356,230759
573.66348.con.0015|provirus_168_14219,168,14219
573.66348.con.0007|provirus_6548_22651,6548,22651
573.66348.con.0002|provirus_478135_489866,478135,489866
573.66348.con.0002|provirus_111220_125456,111220,125456
72407.2313.con.0004|provirus_271472_321071,271472,321071
72407.2313.con.0013|provirus_135503_182335,135503,182335
72407.2313.con.0007|provirus_10201_64673,10201,64673
72407.2517.con.0008|provirus_1_50236,1,50236
72407.2517.con.0007|provirus_116271_150529,116271,150529
72407.2517.con.0009|provirus_4_38150,4,38150
573.66523.con.0025|provirus_2_17097,2,17097
573.66523.con.0005|provirus_1_35595,1,35595
573.66523.con.0012|provirus_1_43345,1,43345
573.66523.con.0010|provirus_37423_54575,37423,54575
573.66523.con.0016|provirus_2_16667,2,16667
72407.2414.con.0001|provirus_618686_658745,618686,658745
72407.2414.con.0004|provirus_98669_149062,98669,149062
72407.2414.con.0026|provirus_9884_59752,9884,59752
72407.2414.con.0024|provirus_63887_76117,63887,76117
72407.2592.con.0029|provirus_23874_57011,23874,57011
72407.2592.con.0098|provirus_4466_12664,4466,12664
573.66056.con.0020|provirus_1_34504,1,34504
573.66056.con.0008|provirus_207553_253848,207553,253848
573.66056.con.0011|provirus_196259_220610,196259,220610
573.66056.con.0001|provirus_192810_211194,192810,211194
72407.2621.con.0027|provirus_240_38334,240,38334
72407.2621.con.0031|provirus_12726_49564,12726,49564
72407.2621.con.0004|provirus_983_48552,983,48552
72407.2621.con.0047|provirus_18651_35927,18651,35927
573.67357.con.0015|provirus_20006_54988,20006,54988
573.67357.con.0003|provirus_429581_463508,429581,463508
573.67357.con.0001|provirus_106230_150793,106230,150793
573.66368.con.0012|provirus_1_41279,1,41279
573.66368.con.0008|provirus_1_46065,1,46065
573.66368.con.0006|provirus_353447_370850,353447,370850
573.66368.con.0009|provirus_196196_216055,196196,216055
573.66368.con.0002|provirus_42171_81246,42171,81246
573.66368.con.0008|provirus_261831_272703,261831,272703
573.66368.con.0006|provirus_2_16287,2,16287
573.66389.con.0006|provirus_3_16313,3,16313
573.66389.con.0010|provirus_3_19862,3,19862
573.66389.con.0003|provirus_42171_81246,42171,81246
573.66389.con.0013|provirus_113481_116668,113481,116668
573.66389.con.0006|provirus_355031_371316,355031,371316
573.66389.con.0009|provirus_56360_67232,56360,67232
573.66383.con.0006|provirus_3_16313,3,16313
573.66383.con.0014|provirus_3_3190,3,3190
573.66383.con.0009|provirus_196196_216055,196196,216055
573.66383.con.0002|provirus_42171_81246,42171,81246
573.66383.con.0006|provirus_354566_370851,354566,370851
573.66383.con.0008|provirus_56360_67232,56360,67232
72407.2361.con.0001|provirus_860341_896981,860341,896981
72407.2361.con.0002|provirus_28524_62873,28524,62873
72407.2361.con.0030|provirus_19885_26986,19885,26986
72407.2784.con.0003|provirus_218873_262394,218873,262394
72407.2784.con.0024|provirus_67569_93735,67569,93735
72407.2784.con.0003|provirus_18648_72503,18648,72503
573.65982.con.0012|provirus_109183_158887,109183,158887
573.65982.con.0017|provirus_84860_128688,84860,128688
573.65982.con.0016|provirus_39715_74882,39715,74882
573.65982.con.0015|provirus_113184_140957,113184,140957
573.65982.con.0013|provirus_96_7116,96,7116
573.65982.con.0012|provirus_67612_81068,67612,81068
573.66072.con.0003|provirus_290950_336424,290950,336424
573.66072.con.0022|provirus_689_49519,689,49519
573.66072.con.0003|provirus_62112_75856,62112,75856
573.66072.con.0002|provirus_55998_67739,55998,67739
72407.2593.con.0012|provirus_24_51947,24,51947
72407.2593.con.0004|provirus_181791_213494,181791,213494
574.119.con.0009|provirus_178740_228680,178740,228680
574.119.con.0004|provirus_115385_160527,115385,160527
72407.237.con.0027|provirus_41051_65065,41051,65065
72407.237.con.0011|provirus_41889_87085,41889,87085
72407.237.con.0018|provirus_201_14252,201,14252
72407.237.con.0001|provirus_440270_456373,440270,456373
72407.237.con.0026|provirus_55106_67526,55106,67526
573.66352.con.0006|provirus_3_16313,3,16313
573.66352.con.0008|provirus_1_46065,1,46065
573.66352.con.0010|provirus_3_19862,3,19862
573.66352.con.0003|provirus_502177_541253,502177,541253
573.66352.con.0008|provirus_261832_272704,261832,272704
573.66352.con.0006|provirus_355037_371322,355037,371322
72407.2645.con.0005|provirus_16_20166,16,20166
72407.2645.con.0032|provirus_26554_51464,26554,51464
573.66254.con.0012|provirus_113481_154759,113481,154759
573.66254.con.0007|provirus_1_46065,1,46065
573.66254.con.0017|provirus_69874_87277,69874,87277
573.66254.con.0010|provirus_196196_216055,196196,216055
573.66254.con.0003|provirus_42171_81246,42171,81246
573.66254.con.0007|provirus_261831_272703,261831,272703
573.66562.con.0002|provirus_705506_755449,705506,755449
573.66562.con.0010|provirus_3_27840,3,27840
573.66562.con.0009|provirus_95_7115,95,7115
573.66562.con.0006|provirus_184669_200510,184669,200510
573.66333.con.0003|provirus_325393_382025,325393,382025
72407.2289.con.0007|provirus_106416_150237,106416,150237
72407.2289.con.0010|provirus_415_44597,415,44597
72407.2289.con.0033|provirus_18782_28469,18782,28469
573.66561.con.0021|provirus_3_21971,3,21971
573.66561.con.0005|provirus_206527_257771,206527,257771
573.66561.con.0005|provirus_42169_80777,42169,80777
573.66561.con.0016|provirus_48_11489,48,11489
573.66081.con.0022|provirus_46_17111,46,17111
573.66081.con.0004|provirus_303663_311390,303663,311390
573.66081.con.0023|provirus_3_38087,3,38087
573.66081.con.0009|provirus_2_23549,2,23549
573.66081.con.0008|provirus_172769_184164,172769,184164
573.65944.con.0002|provirus_88932_132753,88932,132753
573.65944.con.0069|provirus_16474_26161,16474,26161
72407.2508.con.0023|provirus_1_12719,1,12719
72407.2508.con.0009|provirus_196222_214930,196222,214930
573.66292.con.0021|provirus_1109_58174,1109,58174
72407.2378.con.0009|provirus_27157_58078,27157,58078
72407.2378.con.0026|provirus_18651_39450,18651,39450
72407.2378.con.0029|provirus_22216_35247,22216,35247
72407.2378.con.0032|provirus_6533_31582,6533,31582
574.97.con.0008|provirus_211434_255321,211434,255321
574.97.con.0008|provirus_18648_65062,18648,65062
72407.2761.con.0003|provirus_213803_262206,213803,262206
72407.2761.con.0021|provirus_26554_75270,26554,75270
573.66349.con.0006|provirus_3_16313,3,16313
573.66349.con.0007|provirus_309_17983,309,17983
573.66349.con.0010|provirus_3_19862,3,19862
573.66349.con.0003|provirus_42171_81246,42171,81246
573.66349.con.0007|provirus_233749_244621,233749,244621
573.66349.con.0013|provirus_113481_116668,113481,116668
573.66349.con.0006|provirus_355032_371317,355032,371317
573.66442.con.0021|provirus_1110_58175,1110,58175
72407.2538.con.0004|provirus_3_36752,3,36752
72407.2538.con.0010|provirus_3_37849,3,37849
72407.2538.con.0023|provirus_1_12719,1,12719
72407.2538.con.0007|provirus_94_8860,94,8860
72407.2525.con.0030|provirus_671_14017,671,14017
72407.2525.con.0009|provirus_196222_212126,196222,212126
72407.2525.con.0020|provirus_31009_77154,31009,77154
72407.2525.con.0014|provirus_138057_146823,138057,146823
72407.2525.con.0029|provirus_55574_68292,55574,68292
72407.2743.con.0010|provirus_69169_119109,69169,119109
72407.2476.con.0004|provirus_87016_131225,87016,131225
72407.2476.con.0022|provirus_3_34855,3,34855
72407.2476.con.0003|provirus_406322_442197,406322,442197
574.86.con.0008|provirus_121496_169189,121496,169189
574.86.con.0013|provirus_1_46100,1,46100
574.86.con.0003|provirus_1_4010,1,4010
574.92.con.0017|provirus_72_33429,72,33429
574.92.con.0001|provirus_369199_424296,369199,424296
574.92.con.0003|provirus_3_18743,3,18743
573.66305.con.0003|provirus_20_32470,20,32470
573.66305.con.0001|provirus_303368_350483,303368,350483
573.66305.con.0029|provirus_17513_25630,17513,25630
573.66305.con.0003|provirus_94619_109722,94619,109722
573.66009.con.0012|provirus_2_4682,2,4682
573.66009.con.0009|provirus_87250_130730,87250,130730
573.66009.con.0001|provirus_488146_566167,488146,566167
573.66009.con.0015|provirus_100391_109447,100391,109447
573.66552.con.0012|provirus_117694_167398,117694,167398
573.66552.con.0014|provirus_84847_128675,84847,128675
573.66552.con.0007|provirus_113184_148079,113184,148079
574.115.con.0024|provirus_3_33879,3,33879
574.115.con.0012|provirus_71561_109077,71561,109077
574.115.con.0025|provirus_40712_84978,40712,84978
574.115.con.0082|provirus_1_12779,1,12779
574.115.con.0004|provirus_93325_138327,93325,138327
574.115.con.0009|provirus_74263_110606,74263,110606
574.115.con.0008|provirus_19157_39140,19157,39140
574.115.con.0030|provirus_57247_74569,57247,74569
